"event_datetime","city","temperature","light","airquality_raw","sound","humidity","dust"
"2015-02-27 21:00:00","San Francisco",19.9760474,4080.076735,21.59321573,1752.42876,44.33528458,1051.88422
"2015-02-27 22:00:00","San Francisco",19.76418668,3659.987571,21.54048686,1662.584928,44.6020524,1115.39214
"2015-02-27 23:00:00","San Francisco",18.98736914,2753.608852,21.46458426,1666.49066,45.7190535,1071.787168
"2015-02-28 00:00:00","San Francisco",17.91808384,2132.221381,21.23224725,1620.183456,47.50705525,970.2464369
"2015-02-28 01:00:00","San Francisco",16.3370817,412.9840457,21.42649762,1672.272384,51.75429567,1086.465485
"2015-02-28 02:00:00","San Francisco",15.5074517,9.265548018,22.07011406,1651.67453,53.3335826,1085.516877
"2015-02-28 03:00:00","San Francisco",15.06093565,1.674854557,21.35724656,1621.024563,54.40649973,1032.262439
"2015-02-28 04:00:00","San Francisco",14.67353229,1.647058824,21.05417945,1606.633117,53.47880181,1182.002953
"2015-02-28 05:00:00","San Francisco",14.56756337,1.593681917,20.7478222,1571.965733,53.01132841,1198.127733
"2015-02-28 06:00:00","San Francisco",14.54933322,1.573333333,20.6352082,1535.053,53.17028983,1075.190711
"2015-02-28 07:00:00","San Francisco",14.43483903,1.036908841,20.74497949,1556.570278,53.97921929,1865.100283
"2015-02-28 08:00:00","San Francisco",14.32731826,0.835718933,20.8244164,1571.1108,54.84880633,1725.22033
"2015-02-28 09:00:00","San Francisco",14.28706929,0.946147297,20.92857826,1529.128028,56.42496514,1037.682912
"2015-02-28 10:00:00","San Francisco",14.41161176,0.869610055,20.95233619,1547.93981,56.40409696,1072.411552
"2015-02-28 11:00:00","San Francisco",14.24320429,0.700010742,21.27561862,1522.834088,56.51002148,1143.169932
